"","MY","Agency","ind","observed","season","trend","remainder","remainder_l1","remainder_l2","anomaly","Direction","Frequency","Date","Year","Freq.N","N","val2","type"
"19",Oct 2002,"BIC","Waste hauling applications pending - New and Renewal",648,31.4259142931738,462.039961248096,154.534124458731,-324.782486207281,343.12674674932,"No","Down","Monthly",2002-10-01,"2002",12,174,648,"ts"
"20",Oct 2002,"DEP","Water main breaks",33,-12.1958995994741,49.1862000571855,-3.99030045771134,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2002-10-01,"2002",12,192,33,"ts"
"21",Oct 2002,"HRA","Total Cash Assistance Gross Expenditures ($000)",100340,675.255761590861,97553.4442066475,2111.30003176167,-15029.8722302902,14673.361625493,"No","Down","Monthly",2002-10-01,"2002",12,189,100340,"ts"
"22",Oct 2002,"LPC","Work permit applications received",692,-0.618389357091237,648.797154060946,43.8212352961448,-256.77247838895,253.552847813531,"No","*","Monthly",2002-10-01,"2002",12,191,692,"ts"
"23",Oct 2002,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",96.6,-0.0685727524202097,98.4585655583371,-1.78999280591685,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2002-10-01,"2002",12,192,96.6,"ts"
"24",Oct 2002,"OCME","Toxicology sexual assault cases",5,-2.33112886925739,3.79946757704595,3.53166129221144,-19.9945448587486,20.2918018692196,"No","*","Monthly",2002-10-01,"2002",12,190,5,"ts"
"25",Nov 2002,"DEP","Water main breaks",44,0.548085748797111,49.111883940002,-5.65996968879908,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2002-11-01,"2002",12,192,44,"ts"
"26",Nov 2002,"HRA","Total Cash Assistance Gross Expenditures ($000)",96581,124.911813227571,97886.2493433818,-1430.16115660933,-15029.8722302902,14673.361625493,"No","Down","Monthly",2002-11-01,"2002",12,189,96581,"ts"
"27",Nov 2002,"LPC","Work permit applications received",589,-122.246082039027,651.967684531017,59.27839750801,-256.77247838895,253.552847813531,"No","*","Monthly",2002-11-01,"2002",12,191,589,"ts"
"28",Nov 2002,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",99.8,0.242985599295701,98.4696422850153,1.08737211568896,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2002-11-01,"2002",12,192,99.8,"ts"
"29",Nov 2002,"OCME","Toxicology sexual assault cases",10,0.761570447666508,4.22483480261928,5.01359474971421,-19.9945448587486,20.2918018692196,"No","*","Monthly",2002-11-01,"2002",12,190,10,"ts"
"30",Dec 2002,"DEP","Water main breaks",78,22.1609478106358,49.0375678228185,6.80148436654567,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2002-12-01,"2002",12,192,78,"ts"
"31",Dec 2002,"DORIS","Vital record requests responded to within 12 business days (%)",84,3.0414540626075,87.1486571600224,-6.19011122262989,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2002-12-01,"2002",12,187,84,"ts"
"32",Dec 2002,"HRA","Total Cash Assistance Gross Expenditures ($000)",96457,624.568017877766,98219.054480116,-2386.62249799381,-15029.8722302902,14673.361625493,"No","Down","Monthly",2002-12-01,"2002",12,189,96457,"ts"
"33",Dec 2002,"LPC","Work permit applications received",548,-139.886480791988,655.138215001088,32.7482657908997,-256.77247838895,253.552847813531,"No","*","Monthly",2002-12-01,"2002",12,191,548,"ts"
"34",Dec 2002,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",100.4,0.105725186734607,98.4807190116936,1.81355580157179,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2002-12-01,"2002",12,192,100.4,"ts"
"35",Dec 2002,"OCME","Toxicology sexual assault cases",3,-0.483961805224773,4.65020202819262,-1.16624022296785,-19.9945448587486,20.2918018692196,"No","*","Monthly",2002-12-01,"2002",12,190,3,"ts"
"36",Jan 2003,"BIC","Waste hauling applications pending - New and Renewal",536,13.98655771642,455.339140858013,66.674301425567,-324.782486207281,343.12674674932,"No","Down","Monthly",2003-01-01,"2003",12,174,536,"ts"
"37",Jan 2003,"DEP","Water main breaks",120,57.1355243830105,48.963251705635,13.9012239113545,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-01-01,"2003",12,192,120,"ts"
"38",Jan 2003,"DORIS","Vital record requests responded to within 12 business days (%)",97,9.61137804791218,86.3176511809007,1.07097077118715,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-01-01,"2003",12,187,97,"ts"
"39",Jan 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",97162,-784.007685765964,98538.05031746,-592.042631693999,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-01-01,"2003",12,189,97162,"ts"
"40",Jan 2003,"LPC","Work permit applications received",563,-156.720670420196,658.308745471159,61.4119249490373,-256.77247838895,253.552847813531,"No","*","Monthly",2003-01-01,"2003",12,191,563,"ts"
"41",Jan 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",96.8,-0.279740535068181,98.4917957383719,-1.41205520330369,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-01-01,"2003",12,192,96.8,"ts"
"42",Jan 2003,"OCME","Toxicology sexual assault cases",7,-0.244155377191035,5.07960163758305,2.16455373960799,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-01-01,"2003",12,190,7,"ts"
"43",Feb 2003,"DEP","Water main breaks",75,22.0656357863012,48.8803683499856,4.05399586371319,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-02-01,"2003",12,192,75,"ts"
"44",Feb 2003,"DORIS","Vital record requests responded to within 12 business days (%)",94,8.74972709002204,85.486645201779,-0.236372291801004,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-02-01,"2003",12,187,94,"ts"
"45",Feb 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",95667,-317.364006684148,98857.0461548039,-2872.68214811974,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-02-01,"2003",12,189,95667,"ts"
"46",Feb 2003,"LPC","Work permit applications received",561,-126.053824169638,661.595300971739,25.4585231978994,-256.77247838895,253.552847813531,"No","*","Monthly",2003-02-01,"2003",12,191,561,"ts"
"47",Feb 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",97.3,-0.140014102074977,98.4919513736213,-1.05193727154631,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-02-01,"2003",12,192,97.3,"ts"
"48",Feb 2003,"OCME","Toxicology sexual assault cases",5,-0.3329718926002,5.50900124697348,-0.176029354373276,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-02-01,"2003",12,190,5,"ts"
"49",Mar 2003,"DEP","Water main breaks",55,2.21670235482183,48.7974849943363,3.98581265084189,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-03-01,"2003",12,192,55,"ts"
"50",Mar 2003,"DORIS","Vital record requests responded to within 12 business days (%)",86,-0.0604443334752371,84.6556392226572,1.404805110818,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-03-01,"2003",12,187,86,"ts"
"51",Mar 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",98970,-600.63462498097,99176.0419921478,394.59263283317,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-03-01,"2003",12,189,98970,"ts"
"52",Mar 2003,"LPC","Work permit applications received",687,52.9202974965445,664.881856472319,-30.8021539688636,-256.77247838895,253.552847813531,"No","*","Monthly",2003-03-01,"2003",12,191,687,"ts"
"53",Mar 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",98,0.0263707116428418,98.4921070088707,-0.51847772051353,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-03-01,"2003",12,192,98,"ts"
"54",Mar 2003,"OCME","Toxicology sexual assault cases",7,-1.92485313081046,5.93840085636391,2.98645227444655,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-03-01,"2003",12,190,7,"ts"
"55",Apr 2003,"BIC","Waste hauling applications pending - New and Renewal",457,10.7203032311629,448.63832046793,-2.35862369909336,-324.782486207281,343.12674674932,"No","Down","Monthly",2003-04-01,"2003",12,174,457,"ts"
"56",Apr 2003,"DEP","Water main breaks",46,-10.3218035759783,48.7146016386869,7.60720193729141,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-04-01,"2003",12,192,46,"ts"
"57",Apr 2003,"DORIS","Vital record requests responded to within 12 business days (%)",77,-8.07112527193822,83.8246332435355,1.24649202840271,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-04-01,"2003",12,187,77,"ts"
"58",Apr 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",99473,-680.9505813855,99495.0378294917,658.912751893775,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-04-01,"2003",12,189,99473,"ts"
"59",Apr 2003,"LPC","Work permit applications received",708,61.8732718073425,668.168411972899,-22.0416837802419,-256.77247838895,253.552847813531,"No","*","Monthly",2003-04-01,"2003",12,191,708,"ts"
"60",Apr 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",98.4,0.0576126131785164,98.4922626441201,-0.149875257298618,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-04-01,"2003",12,192,98.4,"ts"
"61",Apr 2003,"OCME","Toxicology sexual assault cases",5,-1.71850301015477,6.36780046575434,0.350702544400439,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-04-01,"2003",12,190,5,"ts"
"62",May 2003,"DEP","Water main breaks",40,-12.8913239531259,48.6317182830376,4.25960567008831,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-05-01,"2003",12,192,40,"ts"
"63",May 2003,"DORIS","Vital record requests responded to within 12 business days (%)",94,-8.12903485953369,82.9936272644138,19.1354075951199,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-05-01,"2003",12,187,94,"ts"
"64",May 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",98581,-492.104275437844,99814.0336668356,-740.929391397804,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-05-01,"2003",12,189,98581,"ts"
"65",May 2003,"LPC","Work permit applications received",736,128.998413286106,671.45496747348,-64.4533807595851,-256.77247838895,253.552847813531,"No","*","Monthly",2003-05-01,"2003",12,191,736,"ts"
"66",May 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",97.6,-0.0233082132115395,98.4924182793695,-0.869110066157972,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-05-01,"2003",12,192,97.6,"ts"
"67",May 2003,"OCME","Toxicology sexual assault cases",6,1.03647191425761,6.79720007514476,-1.83367198940238,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-05-01,"2003",12,190,6,"ts"
"68",Jun 2003,"DEP","Water main breaks",36,-16.3366970149239,48.5488349273882,3.78786208753566,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-06-01,"2003",12,192,36,"ts"
"69",Jun 2003,"DORIS","Vital record requests responded to within 12 business days (%)",81,-6.13091988059208,82.1626212852921,4.96829859530001,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-06-01,"2003",12,187,81,"ts"
"70",Jun 2003,"DPR","Spray showers in service (in season only) (%)",99,-0.959537211488186,96.8229242267802,3.13661298470797,-19.1247758454517,19.006376617699,"No","Up","Monthly",2003-06-01,"2003",12,68,99,"ts"
"71",Jun 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",98030,-557.309310913374,100116.38459169,-1529.07528077626,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-06-01,"2003",12,189,98030,"ts"
"72",Jun 2003,"LPC","Work permit applications received",717,146.374366988781,674.74152297406,-104.11588996284,-256.77247838895,253.552847813531,"No","*","Monthly",2003-06-01,"2003",12,191,717,"ts"
"73",Jun 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",98.3,0.143697529101538,98.4925739146189,-0.336271443720449,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-06-01,"2003",12,192,98.3,"ts"
"74",Jun 2003,"NYCHH","General care average length of stay (days)",4.9,-0.0732652189989727,4.89889549565415,0.0743697233448248,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-06-01,"2003",12,174,4.9,"ts"
"75",Jun 2003,"OCME","Toxicology sexual assault cases",8,3.09011772104099,7.22499467267546,-2.31511239371646,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-06-01,"2003",12,190,8,"ts"
"76",Jul 2003,"DEP","Water main breaks",36,-17.3861649614863,48.4659515717389,4.92021338974743,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-07-01,"2003",12,192,36,"ts"
"77",Jul 2003,"DOHMH","Syphilis cases",42,0.404532274079235,50.2094539249143,-8.61398619899359,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-07-01,"2003",12,180,42,"ts"
"78",Jul 2003,"DORIS","Vital record requests responded to within 12 business days (%)",65,-3.94422656313591,81.3551051172067,-12.4108785540708,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-07-01,"2003",12,187,65,"ts"
"79",Jul 2003,"DPR","Spray showers in service (in season only) (%)",99,-0.594423183165936,96.3056131291955,3.28881005397042,-19.1247758454517,19.006376617699,"No","Up","Monthly",2003-07-01,"2003",12,68,99,"ts"
"80",Jul 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",101085,895.785254628414,100418.735516544,-229.520771172043,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-07-01,"2003",12,189,101085,"ts"
"81",Jul 2003,"LPC","Work permit applications received",758,72.2697773806785,678.02807847464,7.70214414468148,-256.77247838895,253.552847813531,"No","*","Monthly",2003-07-01,"2003",12,191,758,"ts"
"82",Jul 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",97.5,-0.110313452527236,98.4927295498683,-0.882416097341078,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-07-01,"2003",12,192,97.5,"ts"
"83",Jul 2003,"NYCHH","General care average length of stay (days)",4.9,0.0520065443133983,4.89340241894147,-0.0454089632548671,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-07-01,"2003",12,174,4.9,"ts"
"84",Jul 2003,"OCME","Toxicology sexual assault cases",7,1.62544080807754,7.65278927020617,-2.2782300782837,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-07-01,"2003",12,190,7,"ts"
"85",Aug 2003,"DEP","Water main breaks",45,-17.3861209598421,48.3895205463653,13.9966004134768,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-08-01,"2003",12,192,45,"ts"
"86",Aug 2003,"DOHMH","Syphilis cases",44,3.36064108569581,50.2888839796299,-9.64952506532575,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-08-01,"2003",12,180,44,"ts"
"87",Aug 2003,"DORIS","Vital record requests responded to within 12 business days (%)",74,0.0882825709229522,80.5475889491213,-6.63587152004428,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-08-01,"2003",12,187,74,"ts"
"88",Aug 2003,"DPR","Spray showers in service (in season only) (%)",85,0.965593982173622,95.8262527750183,-11.7918467571919,-19.1247758454517,19.006376617699,"No","Up","Monthly",2003-08-01,"2003",12,68,85,"ts"
"89",Aug 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",95415,-255.731784852938,100721.086441398,-5050.35465654467,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-08-01,"2003",12,189,95415,"ts"
"90",Aug 2003,"LPC","Work permit applications received",659,114.128084490963,681.248648089519,-136.376732580482,-256.77247838895,253.552847813531,"No","*","Monthly",2003-08-01,"2003",12,191,659,"ts"
"91",Aug 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",98,-0.0266504546074279,98.4807765822833,-0.454126127675892,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-08-01,"2003",12,192,98,"ts"
"92",Aug 2003,"NYCHH","General care average length of stay (days)",4.9,-0.0371783568026694,4.88790934222879,0.0492690145738797,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-08-01,"2003",12,174,4.9,"ts"
"93",Aug 2003,"OCME","Toxicology sexual assault cases",5,2.46734792510319,8.08058386773687,-5.54793179284006,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-08-01,"2003",12,190,5,"ts"
"94",Sep 2003,"DEP","Water main breaks",24,-17.6088870474048,48.3130895209917,-6.70420247358688,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-09-01,"2003",12,192,24,"ts"
"95",Sep 2003,"DOHMH","Syphilis cases",33,-1.07184621787698,50.3683140343455,-16.2964678164686,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-09-01,"2003",12,180,33,"ts"
"96",Sep 2003,"DORIS","Vital record requests responded to within 12 business days (%)",74,-0.167995004225802,79.7400727810359,-5.57207777681015,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-09-01,"2003",12,187,74,"ts"
"97",Sep 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",101511,1367.58118681273,101023.437366252,-880.018553064321,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-09-01,"2003",12,189,101511,"ts"
"98",Sep 2003,"LPC","Work permit applications received",684,-31.0387530780019,684.469217704397,30.5695353736045,-256.77247838895,253.552847813531,"No","*","Monthly",2003-09-01,"2003",12,191,684,"ts"
"99",Sep 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",98.9,0.0722077389253675,98.4688236146983,0.358968646376312,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-09-01,"2003",12,192,98.9,"ts"
"100",Sep 2003,"NYCHH","General care average length of stay (days)",4.9,0.000453128681636413,4.88241626551611,0.0171306058022545,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-09-01,"2003",12,174,4.9,"ts"
"101",Sep 2003,"OCME","Toxicology sexual assault cases",8,-1.94537500262271,8.50837846526757,1.43699653735514,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-09-01,"2003",12,190,8,"ts"
"102",Oct 2003,"BIC","Waste hauling applications pending - New and Renewal",374,-9.96660917804205,441.937500077848,-57.9708908998057,-324.782486207281,343.12674674932,"No","Down","Monthly",2003-10-01,"2003",12,174,374,"ts"
"103",Oct 2003,"DEP","Water main breaks",39,-12.1958995994741,48.2366584956181,2.95924110385602,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-10-01,"2003",12,192,39,"ts"
"104",Oct 2003,"DOHMH","Syphilis cases",72,8.49965678310805,50.4477440890611,13.0525991278308,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-10-01,"2003",12,180,72,"ts"
"105",Oct 2003,"DORIS","Vital record requests responded to within 12 business days (%)",86,1.03687021124255,78.9325566129506,6.03057317580688,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-10-01,"2003",12,187,86,"ts"
"106",Oct 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",103401,675.255761590861,101325.788291106,1399.95594730355,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-10-01,"2003",12,189,103401,"ts"
"107",Oct 2003,"LPC","Work permit applications received",657,-0.618389357091237,687.689787319276,-30.0713979621848,-256.77247838895,253.552847813531,"No","*","Monthly",2003-10-01,"2003",12,191,657,"ts"
"108",Oct 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",99.2,-0.0685727524202097,98.4568706471133,0.811702105306878,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-10-01,"2003",12,192,99.2,"ts"
"109",Oct 2003,"NYCHH","General care average length of stay (days)",4.9,-0.00507878399488963,4.87692318880343,0.0281555951914596,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-10-01,"2003",12,174,4.9,"ts"
"110",Oct 2003,"OCME","Toxicology sexual assault cases",5,-2.33112886925739,8.93617306279827,-1.60504419354088,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-10-01,"2003",12,190,5,"ts"
"111",Nov 2003,"BIC","Waste hauling applications pending - New and Renewal",368,-16.6563801567544,435.236679687765,-50.5802995310108,-324.782486207281,343.12674674932,"No","Down","Monthly",2003-11-01,"2003",12,174,368,"ts"
"112",Nov 2003,"DEP","Water main breaks",38,0.548085748797111,48.1602274702445,-10.7083132190416,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-11-01,"2003",12,192,38,"ts"
"113",Nov 2003,"DOHMH","Syphilis cases",45,-7.70032179352835,50.5271741437767,2.17314764975163,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-11-01,"2003",12,180,45,"ts"
"114",Nov 2003,"DORIS","Vital record requests responded to within 12 business days (%)",92,3.97603290155639,78.1250404448652,9.8989266535784,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-11-01,"2003",12,187,92,"ts"
"115",Nov 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",100931,124.911813227571,101615.911929192,-809.823742419554,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-11-01,"2003",12,189,100931,"ts"
"116",Nov 2003,"LPC","Work permit applications received",523,-122.246082039027,690.910356934155,-45.6642748951276,-256.77247838895,253.552847813531,"No","*","Monthly",2003-11-01,"2003",12,191,523,"ts"
"117",Nov 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",100.2,0.242985599295701,98.4449176795283,1.51209672117595,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-11-01,"2003",12,192,100.2,"ts"
"118",Nov 2003,"NYCHH","General care average length of stay (days)",4.9,0.0736777793694723,4.87143011209075,-0.0451078914602228,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-11-01,"2003",12,174,4.9,"ts"
"119",Nov 2003,"OCME","Toxicology sexual assault cases",7,0.761570447666508,9.35494177755366,-3.11651222522017,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-11-01,"2003",12,190,7,"ts"
"120",Dec 2003,"BIC","Waste hauling applications pending - New and Renewal",374,-3.51277045429966,428.535859297683,-51.023088843383,-324.782486207281,343.12674674932,"No","Down","Monthly",2003-12-01,"2003",12,174,374,"ts"
"121",Dec 2003,"DEP","Water main breaks",78,22.1609478106358,48.0837964448709,7.75525574449323,-34.4929881649038,34.7720985771298,"No","Down","Monthly",2003-12-01,"2003",12,192,78,"ts"
"122",Dec 2003,"DOHMH","Syphilis cases",65,-0.628476458455569,50.6066041984923,15.0218722599632,-62.1128376430907,62.179655359143,"No","Down","Monthly",2003-12-01,"2003",12,180,65,"ts"
"123",Dec 2003,"DORIS","Vital record requests responded to within 12 business days (%)",87,3.0414540626075,77.3175242767798,6.64102166061267,-51.4256011140117,51.2900387791629,"No","Up","Monthly",2003-12-01,"2003",12,187,87,"ts"
"124",Dec 2003,"HRA","Total Cash Assistance Gross Expenditures ($000)",104971,624.568017877766,101906.035567278,2440.39641484387,-15029.8722302902,14673.361625493,"No","Down","Monthly",2003-12-01,"2003",12,189,104971,"ts"
"125",Dec 2003,"LPC","Work permit applications received",562,-139.886480791988,694.130926549033,7.75555424295419,-256.77247838895,253.552847813531,"No","*","Monthly",2003-12-01,"2003",12,191,562,"ts"
"126",Dec 2003,"NYCHA","Utilization rate for authorized Section 8 vouchers (%)",100.8,0.105725186734607,98.4329647119433,2.26131010132205,-4.75584795655769,4.79591468075533,"No","Up","Monthly",2003-12-01,"2003",12,192,100.8,"ts"
"127",Dec 2003,"NYCHH","General care average length of stay (days)",4.8,-0.087632743163595,4.86601347714851,0.0216192660150885,-0.423824803011825,0.410796423664237,"No","Down","Monthly",2003-12-01,"2003",12,174,4.8,"ts"
"128",Dec 2003,"OCME","Toxicology sexual assault cases",7,-0.483961805224773,9.77371049230906,-2.28974868708428,-19.9945448587486,20.2918018692196,"No","*","Monthly",2003-12-01,"2003",12,190,7,"ts"
"129",Jan 2004,"BIC","Waste hauling applications pending - New and Renewal",366,-21.0744352340042,421.740118086104,-34.6656828520999,-324.782486207281,343.12674674932,"No","Down","Monthly",2004-01-01,"2004",12,174,366,"ts"
